path,class_name
/content/InfraredSolarModules/images/9452.jpg,Vegetation
/content/InfraredSolarModules/images/5576.jpg,Cell
/content/InfraredSolarModules/images/5675.jpg,Cell
/content/InfraredSolarModules/images/291.jpg,Offline-Module
/content/InfraredSolarModules/images/8282.jpg,Soiling
/content/InfraredSolarModules/images/295.jpg,Offline-Module
/content/InfraredSolarModules/images/7393.jpg,Cracking
/content/InfraredSolarModules/images/7695.jpg,Cracking
/content/InfraredSolarModules/images/9798.jpg,Vegetation
/content/InfraredSolarModules/images/8795.jpg,Vegetation
/content/InfraredSolarModules/images/7002.jpg,Cracking
/content/InfraredSolarModules/images/1557.jpg,Diode
/content/InfraredSolarModules/images/2636.jpg,Shadowing
/content/InfraredSolarModules/images/597.jpg,Offline-Module
/content/InfraredSolarModules/images/4701.jpg,Cell-Multi
/content/InfraredSolarModules/images/3280.jpg,Shadowing
/content/InfraredSolarModules/images/5082.jpg,Cell
/content/InfraredSolarModules/images/1025.jpg,Diode
/content/InfraredSolarModules/images/4925.jpg,Cell
/content/InfraredSolarModules/images/4691.jpg,Cell-Multi
/content/InfraredSolarModules/images/6009.jpg,Cell
/content/InfraredSolarModules/images/7290.jpg,Cracking
/content/InfraredSolarModules/images/263.jpg,Offline-Module
/content/InfraredSolarModules/images/387.jpg,Offline-Module
/content/InfraredSolarModules/images/1313.jpg,Diode
/content/InfraredSolarModules/images/9440.jpg,Vegetation
/content/InfraredSolarModules/images/4127.jpg,Cell-Multi
/content/InfraredSolarModules/images/6801.jpg,Hot-Spot
/content/InfraredSolarModules/images/1635.jpg,Diode
/content/InfraredSolarModules/images/4604.jpg,Cell-Multi
/content/InfraredSolarModules/images/8775.jpg,Vegetation
/content/InfraredSolarModules/images/1086.jpg,Diode
/content/InfraredSolarModules/images/8108.jpg,Hot-Spot-Multi
/content/InfraredSolarModules/images/4378.jpg,Cell-Multi
/content/InfraredSolarModules/images/6250.jpg,Cell
/content/InfraredSolarModules/images/6837.jpg,Hot-Spot
/content/InfraredSolarModules/images/9200.jpg,Vegetation
/content/InfraredSolarModules/images/146.jpg,Offline-Module
/content/InfraredSolarModules/images/9775.jpg,Vegetation
/content/InfraredSolarModules/images/5531.jpg,Cell
/content/InfraredSolarModules/images/1544.jpg,Diode
/content/InfraredSolarModules/images/8935.jpg,Vegetation
/content/InfraredSolarModules/images/3892.jpg,Cell-Multi
/content/InfraredSolarModules/images/7071.jpg,Cracking
/content/InfraredSolarModules/images/3070.jpg,Shadowing
/content/InfraredSolarModules/images/5666.jpg,Cell
/content/InfraredSolarModules/images/6550.jpg,Cell
/content/InfraredSolarModules/images/9911.jpg,Vegetation
/content/InfraredSolarModules/images/6372.jpg,Cell
/content/InfraredSolarModules/images/5718.jpg,Cell
/content/InfraredSolarModules/images/2259.jpg,Diode
/content/InfraredSolarModules/images/9268.jpg,Vegetation
/content/InfraredSolarModules/images/6608.jpg,Cell
/content/InfraredSolarModules/images/17.jpg,Offline-Module
/content/InfraredSolarModules/images/7043.jpg,Cracking
/content/InfraredSolarModules/images/5947.jpg,Cell
/content/InfraredSolarModules/images/3442.jpg,Shadowing
/content/InfraredSolarModules/images/4104.jpg,Cell-Multi
/content/InfraredSolarModules/images/6634.jpg,Cell
/content/InfraredSolarModules/images/5350.jpg,Cell
/content/InfraredSolarModules/images/6169.jpg,Cell
/content/InfraredSolarModules/images/5281.jpg,Cell
/content/InfraredSolarModules/images/4795.jpg,Cell-Multi
/content/InfraredSolarModules/images/4310.jpg,Cell-Multi
/content/InfraredSolarModules/images/7307.jpg,Cracking
/content/InfraredSolarModules/images/1745.jpg,Diode
/content/InfraredSolarModules/images/8198.jpg,Soiling
/content/InfraredSolarModules/images/3940.jpg,Cell-Multi
/content/InfraredSolarModules/images/8891.jpg,Vegetation
/content/InfraredSolarModules/images/3410.jpg,Shadowing
/content/InfraredSolarModules/images/9792.jpg,Vegetation
/content/InfraredSolarModules/images/1743.jpg,Diode
/content/InfraredSolarModules/images/6103.jpg,Cell
/content/InfraredSolarModules/images/5624.jpg,Cell
/content/InfraredSolarModules/images/9465.jpg,Vegetation
/content/InfraredSolarModules/images/7161.jpg,Cracking
/content/InfraredSolarModules/images/7622.jpg,Cracking
/content/InfraredSolarModules/images/792.jpg,Offline-Module
/content/InfraredSolarModules/images/6220.jpg,Cell
/content/InfraredSolarModules/images/2486.jpg,Diode
/content/InfraredSolarModules/images/5048.jpg,Cell
/content/InfraredSolarModules/images/2894.jpg,Shadowing
/content/InfraredSolarModules/images/6226.jpg,Cell
/content/InfraredSolarModules/images/2964.jpg,Shadowing
/content/InfraredSolarModules/images/2788.jpg,Shadowing
/content/InfraredSolarModules/images/1518.jpg,Diode
/content/InfraredSolarModules/images/186.jpg,Offline-Module
/content/InfraredSolarModules/images/4115.jpg,Cell-Multi
/content/InfraredSolarModules/images/5646.jpg,Cell
/content/InfraredSolarModules/images/5893.jpg,Cell
/content/InfraredSolarModules/images/2078.jpg,Diode
/content/InfraredSolarModules/images/8735.jpg,Vegetation
/content/InfraredSolarModules/images/1828.jpg,Diode
/content/InfraredSolarModules/images/3562.jpg,Cell-Multi
/content/InfraredSolarModules/images/9802.jpg,Vegetation
/content/InfraredSolarModules/images/7003.jpg,Cracking
/content/InfraredSolarModules/images/71.jpg,Offline-Module
/content/InfraredSolarModules/images/3418.jpg,Shadowing
/content/InfraredSolarModules/images/1831.jpg,Diode
/content/InfraredSolarModules/images/4040.jpg,Cell-Multi
/content/InfraredSolarModules/images/3828.jpg,Cell-Multi
/content/InfraredSolarModules/images/8005.jpg,Hot-Spot-Multi
/content/InfraredSolarModules/images/7042.jpg,Cracking
/content/InfraredSolarModules/images/6163.jpg,Cell
/content/InfraredSolarModules/images/2361.jpg,Diode
/content/InfraredSolarModules/images/9292.jpg,Vegetation
/content/InfraredSolarModules/images/6489.jpg,Cell
/content/InfraredSolarModules/images/1267.jpg,Diode
/content/InfraredSolarModules/images/9370.jpg,Vegetation
/content/InfraredSolarModules/images/9672.jpg,Vegetation
/content/InfraredSolarModules/images/3029.jpg,Shadowing
/content/InfraredSolarModules/images/6132.jpg,Cell
/content/InfraredSolarModules/images/5842.jpg,Cell
/content/InfraredSolarModules/images/9698.jpg,Vegetation
/content/InfraredSolarModules/images/9098.jpg,Vegetation
/content/InfraredSolarModules/images/7356.jpg,Cracking
/content/InfraredSolarModules/images/5857.jpg,Cell
/content/InfraredSolarModules/images/4614.jpg,Cell-Multi
/content/InfraredSolarModules/images/5783.jpg,Cell
/content/InfraredSolarModules/images/1161.jpg,Diode
/content/InfraredSolarModules/images/5939.jpg,Cell
/content/InfraredSolarModules/images/2293.jpg,Diode
/content/InfraredSolarModules/images/6232.jpg,Cell
/content/InfraredSolarModules/images/7229.jpg,Cracking
/content/InfraredSolarModules/images/7905.jpg,Cracking
/content/InfraredSolarModules/images/8597.jpg,Vegetation
/content/InfraredSolarModules/images/7817.jpg,Cracking
/content/InfraredSolarModules/images/7197.jpg,Cracking
/content/InfraredSolarModules/images/5318.jpg,Cell
/content/InfraredSolarModules/images/1806.jpg,Diode
/content/InfraredSolarModules/images/6065.jpg,Cell
/content/InfraredSolarModules/images/6869.jpg,Hot-Spot
/content/InfraredSolarModules/images/1282.jpg,Diode
/content/InfraredSolarModules/images/9569.jpg,Vegetation
/content/InfraredSolarModules/images/5663.jpg,Cell
/content/InfraredSolarModules/images/8019.jpg,Hot-Spot-Multi
/content/InfraredSolarModules/images/4458.jpg,Cell-Multi
/content/InfraredSolarModules/images/9428.jpg,Vegetation
/content/InfraredSolarModules/images/724.jpg,Offline-Module
/content/InfraredSolarModules/images/2019.jpg,Diode
/content/InfraredSolarModules/images/2686.jpg,Shadowing
/content/InfraredSolarModules/images/4824.jpg,Cell-Multi
/content/InfraredSolarModules/images/6443.jpg,Cell
/content/InfraredSolarModules/images/4650.jpg,Cell-Multi
/content/InfraredSolarModules/images/7097.jpg,Cracking
/content/InfraredSolarModules/images/2924.jpg,Shadowing
/content/InfraredSolarModules/images/7544.jpg,Cracking
/content/InfraredSolarModules/images/7764.jpg,Cracking
/content/InfraredSolarModules/images/6193.jpg,Cell
/content/InfraredSolarModules/images/5169.jpg,Cell
/content/InfraredSolarModules/images/6305.jpg,Cell
/content/InfraredSolarModules/images/8041.jpg,Hot-Spot-Multi
/content/InfraredSolarModules/images/6874.jpg,Hot-Spot
/content/InfraredSolarModules/images/178.jpg,Offline-Module
/content/InfraredSolarModules/images/2943.jpg,Shadowing
/content/InfraredSolarModules/images/9737.jpg,Vegetation
/content/InfraredSolarModules/images/4779.jpg,Cell-Multi
/content/InfraredSolarModules/images/9262.jpg,Vegetation
/content/InfraredSolarModules/images/1111.jpg,Diode
/content/InfraredSolarModules/images/625.jpg,Offline-Module
/content/InfraredSolarModules/images/3504.jpg,Shadowing
/content/InfraredSolarModules/images/1133.jpg,Diode
